data,label,char_count,word_count,has_emoji,has_link,has_english,has_science,clean,clean_word_count
خاک‌ها بر اساس اندازه ذرات طبقه‌بندی می‌شوند.,Scientific,45,7,False,False,False,False,خاک‌ها بر اساس اندازه ذرات طبقه‌بندی می‌شوند.,7
سلول‌های گیاهی دارای کلروپلاست هستند.,Scientific,37,5,False,False,False,False,سلول‌های گیاهی دارای کلروپلاست هستند.,5
برخی موجودات در اعماق اقیانوس بدون نور زندگی می‌کنند.,Scientific,53,9,False,False,False,True,برخی موجودات در اعماق اقیانوس بدون نور زندگی می‌کنند.,9
انرژی گرمایی از طریق تابش منتقل می‌شود.,Scientific,39,7,False,False,False,False,انرژی گرمایی از طریق تابش منتقل می‌شود.,7
آب شور سرما‌زایی بیشتری دارد.,Scientific,29,5,False,False,False,False,آب شور سرما‌زایی بیشتری دارد.,5
باکتری‌ها می‌توانند در شرایط سخت زنده بمانند.,Scientific,45,7,False,False,False,False,باکتری‌ها می‌توانند در شرایط سخت زنده بمانند.,7
فشار خون بالا برای سلامتی خطرناک است.,Scientific,37,7,False,False,False,True,فشار خون بالا برای سلامتی خطرناک است.,7
گیاهان برای فتوسنتز به گاز دی‌اکسیدکربن نیاز دارند.,Scientific,51,8,False,False,False,False,گیاهان برای فتوسنتز به گاز دی‌اکسیدکربن نیاز دارند.,8
امواج نور در محیط تاریک کمتر پخش می‌شوند.,Scientific,41,8,False,False,False,True,امواج نور در محیط تاریک کمتر پخش می‌شوند.,8
برخی جانوران توانایی پرش‌های بلند دارند.,Scientific,40,6,False,False,False,True,برخی جانوران توانایی پرش‌های بلند دارند.,6
شهاب‌سنگ‌ها می‌توانند دهانه‌های برخوردی ایجاد کنند.,Scientific,51,6,False,False,False,False,شهاب‌سنگ‌ها می‌توانند دهانه‌های برخوردی ایجاد کنند.,6
انرژی باد از اختلاف فشار هوا تولید می‌شود.,Scientific,42,8,False,False,False,True,انرژی باد از اختلاف فشار هوا تولید می‌شود.,8
خاک شامل مواد آلی و معدنی است.,Scientific,30,7,False,False,False,False,خاک شامل مواد آلی و معدنی است.,7
نقاط داغ زمین‌ساختی آتشفشان‌های بزرگ ایجاد می‌کنند.,Scientific,51,7,False,False,False,False,نقاط داغ زمین‌ساختی آتشفشان‌های بزرگ ایجاد می‌کنند.,7
برخی حشرات در طول روز فعال‌تر هستند.,Scientific,36,7,False,False,False,False,برخی حشرات در طول روز فعال‌تر هستند.,7
بدن انسان بیشتر از آب تشکیل شده است.,Scientific,36,8,False,False,False,False,بدن انسان بیشتر از آب تشکیل شده است.,8
نور هنگام عبور از منشور تجزیه می‌شود.,Scientific,37,7,False,False,False,True,نور هنگام عبور از منشور تجزیه می‌شود.,7
جانوران گوشت‌خوار دندان‌های تیز برای پاره کردن گوشت دارند.,Scientific,58,9,False,False,False,True,جانوران گوشت‌خوار دندان‌های تیز برای پاره کردن گوشت دارند.,9
تبخیر در روزهای گرم افزایش می‌یابد.,Scientific,35,6,False,False,False,False,تبخیر در روزهای گرم افزایش می‌یابد.,6
عناصر جدول تناوبی بر اساس تعداد پروتون‌ها مرتب شده‌اند.,Scientific,55,9,False,False,False,False,عناصر جدول تناوبی بر اساس تعداد پروتون‌ها مرتب شده‌اند.,9
گیاهان در نور خورشید انرژی تولید می‌کنند.,Scientific,41,7,False,False,False,True,گیاهان در نور خورشید انرژی تولید می‌کنند.,7
اگر به خودت باور داشته باشی، هیچ مانعی نمی‌تواند جلویت را بگیرد.,Motivational,64,12,False,False,False,False,اگر به خودت باور داشته باشی، هیچ مانعی نمی‌تواند جلویت را بگیرد.,12
هر روزی که تلاش می‌کنی، یک قدم به رؤیاهات نزدیک‌تر می‌شوی.,Motivational,58,11,False,False,False,False,هر روزی که تلاش می‌کنی، یک قدم به رؤیاهات نزدیک‌تر می‌شوی.,11
موفقیت با قدم‌های کوچک اما پیوسته ساخته می‌شود.,Motivational,47,8,False,False,False,False,موفقیت با قدم‌های کوچک اما پیوسته ساخته می‌شود.,8
شروع کردن سخت‌ترین بخش مسیر است؛ اما ارزشش را دارد.,Motivational,51,10,False,False,False,False,شروع کردن سخت‌ترین بخش مسیر است؛ اما ارزشش را دارد.,10
گاهی فقط کافی است یک بار دیگر امتحان کنی.,Motivational,41,9,False,False,False,False,گاهی فقط کافی است یک بار دیگر امتحان کنی.,9
اگر مسیرت سخت شده، یعنی در حال رشد هستی.,Motivational,40,9,False,False,False,False,اگر مسیرت سخت شده، یعنی در حال رشد هستی.,9
هیچ‌کس به اندازه خودت نمی‌تواند آینده‌ات را بسازد.,Motivational,50,8,False,False,False,False,هیچ‌کس به اندازه خودت نمی‌تواند آینده‌ات را بسازد.,8
شکست پایان نیست، یک درس مهم برای ادامه راه است.,Motivational,47,10,False,False,False,False,شکست پایان نیست، یک درس مهم برای ادامه راه است.,10
برای رسیدن به هدف، ثبات مهم‌تر از سرعت است.,Motivational,43,9,False,False,False,False,برای رسیدن به هدف، ثبات مهم‌تر از سرعت است.,9
هر تغییری از یک تصمیم کوچک شروع می‌شود.,Motivational,39,8,False,False,False,False,هر تغییری از یک تصمیم کوچک شروع می‌شود.,8
مقایسه کردن خودت با دیگران فقط انرژی‌ات را می‌گیرد.,Motivational,51,9,False,False,False,False,مقایسه کردن خودت با دیگران فقط انرژی‌ات را می‌گیرد.,9
روی پیشرفت تمرکز کن، نه کامل بودن.,Motivational,34,7,False,False,False,False,روی پیشرفت تمرکز کن، نه کامل بودن.,7
هر روز یک نسخه بهتر از دیروزت باش.,Motivational,34,8,False,False,False,False,هر روز یک نسخه بهتر از دیروزت باش.,8
اگر رؤیا داری، یعنی توان رسیدن به آن را هم داری.,Motivational,48,11,False,False,False,False,اگر رؤیا داری، یعنی توان رسیدن به آن را هم داری.,11
کسی که دست از تلاش می‌کشد، زودتر خسته می‌شود.,Motivational,45,9,False,False,False,False,کسی که دست از تلاش می‌کشد، زودتر خسته می‌شود.,9
سختی‌های امروز قدرت فردایت را می‌سازند.,Motivational,39,6,False,False,False,False,سختی‌های امروز قدرت فردایت را می‌سازند.,6
به خودت زمان بده، تغییر یک شبه اتفاق نمی‌افتد.,Motivational,46,9,False,False,False,False,به خودت زمان بده، تغییر یک شبه اتفاق نمی‌افتد.,9
برای ساختن آینده‌ای بهتر، امروز بهترین فرصت است.,Motivational,48,8,False,False,False,False,برای ساختن آینده‌ای بهتر، امروز بهترین فرصت است.,8
هیچ‌وقت برای شروع دیر نیست.,Motivational,27,5,False,False,False,False,هیچ‌وقت برای شروع دیر نیست.,5
آرام جلو برو، اما هیچ‌وقت نایست.,Motivational,32,6,False,False,False,False,آرام جلو برو، اما هیچ‌وقت نایست.,6
اگر از اشتباهاتت درس بگیری، اشتباه نیستند.,Motivational,42,7,False,False,False,False,اگر از اشتباهاتت درس بگیری، اشتباه نیستند.,7
بزرگ‌ترین رقیبت خود دیروزت است.,Motivational,31,5,False,False,False,False,بزرگ‌ترین رقیبت خود دیروزت است.,5
برای خودت ارزش قائل باش، تو توانایی‌های زیادی داری.,Motivational,51,9,False,False,False,False,برای خودت ارزش قائل باش، تو توانایی‌های زیادی داری.,9
کارهای سخت تو را قوی‌تر می‌کنند.,Motivational,32,6,False,False,False,False,کارهای سخت تو را قوی‌تر می‌کنند.,6
اگر منتظر بهترین زمان باشی، هیچ‌وقت شروع نمی‌کنی.,Motivational,49,8,False,False,False,False,اگر منتظر بهترین زمان باشی، هیچ‌وقت شروع نمی‌کنی.,8
موفقیت نتیجه انتخاب‌های کوچک روزانه است.,Motivational,40,6,False,False,False,False,موفقیت نتیجه انتخاب‌های کوچک روزانه است.,6
هر بار که زمین می‌خوری، قوی‌تر بلند شو.,Motivational,39,8,False,False,False,False,هر بار که زمین می‌خوری، قوی‌تر بلند شو.,8
مسیر طولانی با یک قدم آغاز می‌شود.,Motivational,34,7,False,False,False,False,مسیر طولانی با یک قدم آغاز می‌شود.,7
اتفاقات خوب وقتی شروع می‌شود که باور کنی لایقش هستی.,Motivational,52,10,False,False,False,False,اتفاقات خوب وقتی شروع می‌شود که باور کنی لایقش هستی.,10
ذهنی قوی مهم‌تر از بدنی قوی است.,Motivational,32,7,False,False,False,False,ذهنی قوی مهم‌تر از بدنی قوی است.,7
اجازه نده ترس برنامه زندگی‌ات را بنویسد.,Motivational,40,7,False,False,False,False,اجازه نده ترس برنامه زندگی‌ات را بنویسد.,7
خودت را با کسانی که انرژی مثبت دارند احاطه کن.,Motivational,46,10,False,False,False,False,خودت را با کسانی که انرژی مثبت دارند احاطه کن.,10
فقط کسی شکست می‌خورد که تلاش نمی‌کند.,Motivational,37,7,False,False,False,False,فقط کسی شکست می‌خورد که تلاش نمی‌کند.,7
آرام باش؛ همه چیز با تلاش و صبر درست می‌شود.,Motivational,44,10,False,False,False,False,آرام باش؛ همه چیز با تلاش و صبر درست می‌شود.,10
روی چیزی تمرکز کن که تحت کنترل توست.,Motivational,36,8,False,False,False,False,روی چیزی تمرکز کن که تحت کنترل توست.,8
شجاعت یعنی شروع کردن حتی وقتی می‌ترسی.,Motivational,38,7,False,False,False,False,شجاعت یعنی شروع کردن حتی وقتی می‌ترسی.,7
هدفی که تو را می‌ترساند همان چیزی است که باید دنبال کنی.,Motivational,56,12,False,False,False,False,هدفی که تو را می‌ترساند همان چیزی است که باید دنبال کنی.,12
اگر بهانه‌ها را کنار بگذاری، فرصت‌های بزرگی می‌بینی.,Motivational,52,8,False,False,False,False,اگر بهانه‌ها را کنار بگذاری، فرصت‌های بزرگی می‌بینی.,8
با امید از خواب بیدار شو و با رضایت به خواب برو.,Motivational,48,12,False,False,False,False,با امید از خواب بیدار شو و با رضایت به خواب برو.,12
تغییر دادن عادت‌ها سخت است؛ اما ارزشش را دارد.,Motivational,46,9,False,False,False,False,تغییر دادن عادت‌ها سخت است؛ اما ارزشش را دارد.,9
به اندازه تلاشت نتیجه می‌گیری، نه به اندازه آرزوهایت.,Motivational,53,9,False,False,False,False,به اندازه تلاشت نتیجه می‌گیری، نه به اندازه آرزوهایت.,9
برای رسیدن به موفقیت باید نظم را تمرین کنی.,Motivational,43,9,False,False,False,False,برای رسیدن به موفقیت باید نظم را تمرین کنی.,9
شخصی که امروز هستی نتیجه تلاش‌های دیروزت است.,Motivational,45,8,False,False,False,False,شخصی که امروز هستی نتیجه تلاش‌های دیروزت است.,8
زندگی همیشه به کسانی پاداش می‌دهد که تسلیم نمی‌شوند.,Motivational,52,9,False,False,False,False,زندگی همیشه به کسانی پاداش می‌دهد که تسلیم نمی‌شوند.,9
تو قوی‌تر از چیزی هستی که فکر می‌کنی.,Motivational,37,8,False,False,False,False,تو قوی‌تر از چیزی هستی که فکر می‌کنی.,8
هر روز حتی یک قدم کوچک مهم است.,Motivational,31,8,False,False,False,False,هر روز حتی یک قدم کوچک مهم است.,8
اگر باور داشته باشی، نیم راه را رفته‌ای.,Motivational,40,8,False,False,False,False,اگر باور داشته باشی، نیم راه را رفته‌ای.,8
منتظر تشویق کسی نباش؛ خودت را حمایت کن.,Motivational,39,8,False,False,False,False,منتظر تشویق کسی نباش؛ خودت را حمایت کن.,8
شکست پلی برای رسیدن به موفقیت است، نه بن‌بست.,Motivational,45,9,False,False,False,False,شکست پلی برای رسیدن به موفقیت است، نه بن‌بست.,9
چالش‌ها برای توقف تو نیستند؛ برای رشد تو هستند.,Motivational,47,9,False,False,False,False,چالش‌ها برای توقف تو نیستند؛ برای رشد تو هستند.,9
هیچ راه میان‌بری برای موفقیت واقعی وجود ندارد.,Motivational,46,8,False,False,False,False,هیچ راه میان‌بری برای موفقیت واقعی وجود ندارد.,8
ذهن مثبت معجزه می‌کند.,Motivational,22,4,False,False,False,False,ذهن مثبت معجزه می‌کند.,4
مهم نیست چقدر آهسته می‌روی، مهم این است که متوقف نشوی.,Motivational,54,11,False,False,False,False,مهم نیست چقدر آهسته می‌روی، مهم این است که متوقف نشوی.,11
اگر می‌خواهی زندگی‌ات تغییر کند، اول ذهن‌ات را تغییر بده.,Motivational,57,10,False,False,False,False,اگر می‌خواهی زندگی‌ات تغییر کند، اول ذهن‌ات را تغییر بده.,10
شروع کردن بهترین هدیه‌ای است که می‌توانی به خودت بدهی.,Motivational,54,10,False,False,False,False,شروع کردن بهترین هدیه‌ای است که می‌توانی به خودت بدهی.,10
به دستاوردهای کوچک هم افتخار کن.,Motivational,32,6,False,False,False,False,به دستاوردهای کوچک هم افتخار کن.,6
به جای نگرانی درباره فردا، امروزت را عالی کن.,Motivational,45,9,False,False,False,False,به جای نگرانی درباره فردا، امروزت را عالی کن.,9
صبر و تلاش دو ستون اصلی موفقیت‌اند.,Motivational,35,7,False,False,False,False,صبر و تلاش دو ستون اصلی موفقیت‌اند.,7
رویاپردازی کن؛ ولی عمل را فراموش نکن.,Motivational,37,7,False,False,False,False,رویاپردازی کن؛ ولی عمل را فراموش نکن.,7
خودت را محدود نکن؛ توانایی‌هایت بی‌نهایت‌اند.,Motivational,45,6,False,False,False,False,خودت را محدود نکن؛ توانایی‌هایت بی‌نهایت‌اند.,6
موفقیت یک اتفاق نیست؛ انتخاب است.,Motivational,33,6,False,False,False,False,موفقیت یک اتفاق نیست؛ انتخاب است.,6
به جای گلایه کردن، راه‌حل پیدا کن.,Motivational,34,7,False,False,False,False,به جای گلایه کردن، راه‌حل پیدا کن.,7
اگر می‌خواهی چیزی را تغییر بدهی، از خودت شروع کن.,Motivational,49,10,False,False,False,False,اگر می‌خواهی چیزی را تغییر بدهی، از خودت شروع کن.,10
برای چیزی که می‌خواهی، بجنگ.,Motivational,28,5,False,False,False,False,برای چیزی که می‌خواهی، بجنگ.,5
مسیر سخت همیشه ارزشمندترین مقصد را دارد.,Motivational,40,7,False,False,False,False,مسیر سخت همیشه ارزشمندترین مقصد را دارد.,7
اجازه نده نظر دیگران تو را متوقف کند.,Motivational,37,8,False,False,False,False,اجازه نده نظر دیگران تو را متوقف کند.,8
روزهای سخت تو را می‌سازند، نه روزهای راحت.,Motivational,42,8,False,False,False,False,روزهای سخت تو را می‌سازند، نه روزهای راحت.,8
تمرکز بر پیشرفت، کلید موفقیت است.,Motivational,33,6,False,False,False,False,تمرکز بر پیشرفت، کلید موفقیت است.,6
اولویت‌هایت را مشخص کن و پایشان بایست.,Motivational,38,7,False,False,False,False,اولویت‌هایت را مشخص کن و پایشان بایست.,7
انرژی مثبت جذب‌کننده اتفاقات مثبت است.,Motivational,38,6,False,False,False,False,انرژی مثبت جذب‌کننده اتفاقات مثبت است.,6
اشتباه جزئی از مسیر یادگیری است.,Motivational,32,6,False,False,False,False,اشتباه جزئی از مسیر یادگیری است.,6
خودت را باور کن حتی اگر دیگران باور ندارند.,Motivational,43,9,False,False,False,False,خودت را باور کن حتی اگر دیگران باور ندارند.,9
هیچ چیز جای استمرار را نمی‌گیرد.,Motivational,32,6,False,False,False,False,هیچ چیز جای استمرار را نمی‌گیرد.,6
آینده‌ای که می‌خواهی با کاری که امروز انجام می‌دهی ساخته می‌شود.,Motivational,64,11,False,False,False,False,آینده‌ای که می‌خواهی با کاری که امروز انجام می‌دهی ساخته می‌شود.,11
موفقیت برای کسانی است که از شکست نمی‌ترسند.,Motivational,43,8,False,False,False,False,موفقیت برای کسانی است که از شکست نمی‌ترسند.,8
ذهنی آرام، عملکردی قوی می‌سازد.,Motivational,31,5,False,False,False,False,ذهنی آرام، عملکردی قوی می‌سازد.,5
هر قدمی که برمی‌داری تو را جلوتر از دیروز می‌برد.,Motivational,49,10,False,False,False,False,هر قدمی که برمی‌داری تو را جلوتر از دیروز می‌برد.,10
تسلیم شدن آسان است؛ اما پشیمانی سخت‌تر است.,Motivational,43,8,False,False,False,False,تسلیم شدن آسان است؛ اما پشیمانی سخت‌تر است.,8
اعتمادبه‌نفس از تمرین و تجربه ساخته می‌شود.,Motivational,43,7,False,False,False,False,اعتمادبه‌نفس از تمرین و تجربه ساخته می‌شود.,7
فرصت‌ها همیشه برای کسانی ظاهر می‌شوند که تلاش می‌کنند.,Motivational,54,9,False,False,False,False,فرصت‌ها همیشه برای کسانی ظاهر می‌شوند که تلاش می‌کنند.,9
وقتی سخت شد، یعنی چیزی ارزشمند در راه است.,Motivational,42,9,False,False,False,False,وقتی سخت شد، یعنی چیزی ارزشمند در راه است.,9
لحظه‌ای برای خودت دست بزن؛ تو سخت تلاش کرده‌ای.,Motivational,47,9,False,False,False,False,لحظه‌ای برای خودت دست بزن؛ تو سخت تلاش کرده‌ای.,9
تغییر بزرگ با قدم‌های کوچک شروع می‌شود.,Motivational,39,7,False,False,False,False,تغییر بزرگ با قدم‌های کوچک شروع می‌شود.,7
رویاهایت را کوچک نکن؛ تلاش‌هایت را بزرگ کن.,Motivational,43,8,False,False,False,False,رویاهایت را کوچک نکن؛ تلاش‌هایت را بزرگ کن.,8
هر موفقیتی پشت‌پرده‌ای از تلاش‌های بی‌صدا دارد.,Motivational,47,7,False,False,False,False,هر موفقیتی پشت‌پرده‌ای از تلاش‌های بی‌صدا دارد.,7
نگرش مثبت می‌تواند روزت را متحول کند.,Motivational,37,7,False,False,False,False,نگرش مثبت می‌تواند روزت را متحول کند.,7
به تلاشت ادامه بده؛ نتیجه در راه است.,Motivational,37,8,False,False,False,False,به تلاشت ادامه بده؛ نتیجه در راه است.,8
با اراده قوی، هر مانعی قابل عبور است.,Motivational,37,8,False,False,False,False,با اراده قوی، هر مانعی قابل عبور است.,8
کمی بهتر از دیروز بودن یعنی در مسیر درست هستی.,Motivational,46,10,False,False,False,False,کمی بهتر از دیروز بودن یعنی در مسیر درست هستی.,10
حتی پیشرفت آهسته هم پیشرفت است.,Motivational,31,6,False,False,False,False,حتی پیشرفت آهسته هم پیشرفت است.,6
خودت را برای دیگران ثابت نکن؛ برای خودت ارزش قائل باش.,Motivational,54,11,False,False,False,False,خودت را برای دیگران ثابت نکن؛ برای خودت ارزش قائل باش.,11
اگر سخت تلاش کنی، دستاوردهایت چند برابر می‌شود.,Motivational,47,8,False,False,False,False,اگر سخت تلاش کنی، دستاوردهایت چند برابر می‌شود.,8
برای رسیدن به چیزهای بزرگ، باید سختی‌ها را بپذیری.,Motivational,50,9,False,False,False,False,برای رسیدن به چیزهای بزرگ، باید سختی‌ها را بپذیری.,9
هیچ‌کس قرار نیست مسیر تو را به جای تو طی کند.,Motivational,45,11,False,False,False,False,هیچ‌کس قرار نیست مسیر تو را به جای تو طی کند.,11
خودت را همان‌طور که هستی بپذیر، اما بهتر شدن را متوقف نکن.,Motivational,58,12,False,False,False,False,خودت را همان‌طور که هستی بپذیر، اما بهتر شدن را متوقف نکن.,12
هر روز فرصتی تازه برای شروع دوباره است.,Motivational,39,8,False,False,False,False,هر روز فرصتی تازه برای شروع دوباره است.,8
هدف بدون برنامه فقط یک آرزوست.,Motivational,30,6,False,False,False,False,هدف بدون برنامه فقط یک آرزوست.,6
لبخند بزن؛ تو در حال بهتر شدن هستی.,Motivational,35,8,False,False,False,False,لبخند بزن؛ تو در حال بهتر شدن هستی.,8
وقتی ناامید می‌شوی، به دلیل شروعت فکر کن.,Motivational,41,8,False,False,False,False,وقتی ناامید می‌شوی، به دلیل شروعت فکر کن.,8
با قدم‌های کوچک، قله‌های بزرگ فتح می‌شوند.,Motivational,42,7,False,False,False,False,با قدم‌های کوچک، قله‌های بزرگ فتح می‌شوند.,7
موفقیت همیشه با راحتی همراه نیست.,Motivational,33,6,False,False,False,False,موفقیت همیشه با راحتی همراه نیست.,6
تو مسئول تغییر زندگی خودت هستی.,Motivational,31,6,False,False,False,False,تو مسئول تغییر زندگی خودت هستی.,6
حتی اگر کسی تو را تشویق نکند، ادامه بده.,Motivational,40,9,False,False,False,False,حتی اگر کسی تو را تشویق نکند، ادامه بده.,9
ذهن قوی می‌تواند شرایط سخت را تحمل کند.,Motivational,39,8,False,False,False,False,ذهن قوی می‌تواند شرایط سخت را تحمل کند.,8
به جای فکر کردن به مشکل، روی راه‌حل تمرکز کن.,Motivational,45,10,False,False,False,False,به جای فکر کردن به مشکل، روی راه‌حل تمرکز کن.,10
اگر اشتباه می‌کنی، یعنی در حال یادگیری هستی.,Motivational,44,8,False,False,False,False,اگر اشتباه می‌کنی، یعنی در حال یادگیری هستی.,8
رویاهای بزرگ انرژی زیادی می‌دهند.,Motivational,33,5,False,False,False,False,رویاهای بزرگ انرژی زیادی می‌دهند.,5
اعتماد به خودت کلید رسیدن به خواسته‌هایت است.,Motivational,45,8,False,False,False,False,اعتماد به خودت کلید رسیدن به خواسته‌هایت است.,8
بهترین نسخه‌ات را به دنیا نشان بده.,Motivational,35,7,False,False,False,False,بهترین نسخه‌ات را به دنیا نشان بده.,7
امروزت را بهتر از دیروز بساز.,Motivational,29,6,False,False,False,False,امروزت را بهتر از دیروز بساز.,6
شکست فقط یک توقف کوتاه است، نه پایان مسیر.,Motivational,42,9,False,False,False,False,شکست فقط یک توقف کوتاه است، نه پایان مسیر.,9
تو توانایی‌های پنهانی زیادی داری.,Motivational,33,5,False,False,False,False,تو توانایی‌های پنهانی زیادی داری.,5
از سختی‌ها فرار نکن؛ روبه‌رو شدن با آن‌ها تو را قوی می‌کند.,Motivational,59,12,False,False,False,False,از سختی‌ها فرار نکن؛ روبه‌رو شدن با آن‌ها تو را قوی می‌کند.,12
هر تلاشی بالاخره نتیجه می‌دهد.,Motivational,30,5,False,False,False,False,هر تلاشی بالاخره نتیجه می‌دهد.,5
وقتی همه چیز سخت می‌شود، یادت بیفتد که چرا شروع کردی.,Motivational,53,11,False,False,False,False,وقتی همه چیز سخت می‌شود، یادت بیفتد که چرا شروع کردی.,11
موفقیت به کسانی می‌رسد که ادامه می‌دهند.,Motivational,40,7,False,False,False,False,موفقیت به کسانی می‌رسد که ادامه می‌دهند.,7
هیچ‌کس کامل نیست؛ اما همه می‌توانند پیشرفت کنند.,Motivational,48,8,False,False,False,False,هیچ‌کس کامل نیست؛ اما همه می‌توانند پیشرفت کنند.,8
تمرکز روی هدف نصف مسیر است.,Motivational,27,6,False,False,False,False,تمرکز روی هدف نصف مسیر است.,6
اعتمادبه‌نفس یعنی باور داشتن به توانایی‌هایت.,Motivational,45,6,False,False,False,False,اعتمادبه‌نفس یعنی باور داشتن به توانایی‌هایت.,6
از فرصت‌هایی که زندگی در اختیارت می‌گذارد استفاده کن.,Motivational,53,9,False,False,False,False,از فرصت‌هایی که زندگی در اختیارت می‌گذارد استفاده کن.,9
رویاهایی که تو را می‌ترسانند ارزش دنبال کردن دارند.,Motivational,51,9,False,False,False,False,رویاهایی که تو را می‌ترسانند ارزش دنبال کردن دارند.,9
تلاش امروز تو، راحتی فردایت را می‌سازد.,Motivational,39,7,False,False,False,False,تلاش امروز تو، راحتی فردایت را می‌سازد.,7
تصمیم‌گیری شجاعانه اولین قدم در مسیر موفقیت است.,Motivational,48,8,False,False,False,False,تصمیم‌گیری شجاعانه اولین قدم در مسیر موفقیت است.,8
از تلاش‌های کوچک خودت غافل نشو.,Motivational,31,6,False,False,False,False,از تلاش‌های کوچک خودت غافل نشو.,6
زمانی که کسی به تو ایمان ندارد، تو به خودت ایمان داشته باش.,Motivational,59,13,False,False,False,False,زمانی که کسی به تو ایمان ندارد، تو به خودت ایمان داشته باش.,13
موفقیت از درون شروع می‌شود.,Motivational,27,5,False,False,False,False,موفقیت از درون شروع می‌شود.,5
ذهن آرام قدرت تمرکز بیشتری دارد.,Motivational,32,6,False,False,False,False,ذهن آرام قدرت تمرکز بیشتری دارد.,6
مسیر رشد همیشه مستقیم نیست؛ اما ارزش دارد.,Motivational,42,8,False,False,False,False,مسیر رشد همیشه مستقیم نیست؛ اما ارزش دارد.,8
آینده روشن از دل تلاش‌های امروز ساخته می‌شود.,Motivational,45,8,False,False,False,False,آینده روشن از دل تلاش‌های امروز ساخته می‌شود.,8
اگر مسیرت سخت شده، ادامه بده؛ انتهایش زیباست.,Motivational,45,8,False,False,False,False,اگر مسیرت سخت شده، ادامه بده؛ انتهایش زیباست.,8
با استمرار می‌توانی هر کاری را یاد بگیری.,Motivational,41,8,False,False,False,False,با استمرار می‌توانی هر کاری را یاد بگیری.,8
روی چیزهایی تمرکز کن که باعث رشدت می‌شوند.,Motivational,42,8,False,False,False,False,روی چیزهایی تمرکز کن که باعث رشدت می‌شوند.,8
اولین گام همیشه سخت است، اما ضروری است.,Motivational,39,8,False,False,False,False,اولین گام همیشه سخت است، اما ضروری است.,8
اگر اشتباه نکرده‌ای، یعنی چیز جدیدی امتحان نکرده‌ای.,Motivational,52,8,False,False,False,False,اگر اشتباه نکرده‌ای، یعنی چیز جدیدی امتحان نکرده‌ای.,8
پشت هر موفقیتی سال‌ها تلاش پنهان است.,Motivational,37,7,False,False,False,False,پشت هر موفقیتی سال‌ها تلاش پنهان است.,7
برای رسیدن به نتیجه، باید پیوسته کار کنی.,Motivational,41,8,False,False,False,False,برای رسیدن به نتیجه، باید پیوسته کار کنی.,8
تا وقتی تسلیم نشوی، شکست نخورده‌ای.,Motivational,35,6,False,False,False,False,تا وقتی تسلیم نشوی، شکست نخورده‌ای.,6
از هر روز یک چیز جدید یاد بگیر.,Motivational,31,8,False,False,False,False,از هر روز یک چیز جدید یاد بگیر.,8
بلند شو و ادامه بده؛ هیچ‌کس جای تو این مسیر را نمی‌رود.,Motivational,55,12,False,False,False,False,بلند شو و ادامه بده؛ هیچ‌کس جای تو این مسیر را نمی‌رود.,12
در مسیر رشدت، صبور باش.,Motivational,23,5,False,False,False,False,در مسیر رشدت، صبور باش.,5
ذهن مثبت مشکلات را کوچک‌تر می‌کند.,Motivational,34,6,False,False,False,False,ذهن مثبت مشکلات را کوچک‌تر می‌کند.,6
به آینده امیدوار باش؛ تو در مسیر درستی هستی.,Motivational,44,9,False,False,False,False,به آینده امیدوار باش؛ تو در مسیر درستی هستی.,9
هر کاری را می‌توانی یاد بگیری اگر به اندازه کافی تلاش کنی.,Motivational,58,12,False,False,False,False,هر کاری را می‌توانی یاد بگیری اگر به اندازه کافی تلاش کنی.,12
سختی بخشی از مسیر موفقیت است.,Motivational,29,6,False,False,False,False,سختی بخشی از مسیر موفقیت است.,6
به جای ترسیدن از چالش‌ها، از آن‌ها استقبال کن.,Motivational,46,9,False,False,False,False,به جای ترسیدن از چالش‌ها، از آن‌ها استقبال کن.,9
برای بهتر شدن باید از محدوده راحتی خارج شوی.,Motivational,44,9,False,False,False,False,برای بهتر شدن باید از محدوده راحتی خارج شوی.,9
قدم‌های کوچک تو را به اهداف بزرگ می‌رسانند.,Motivational,43,8,False,False,False,False,قدم‌های کوچک تو را به اهداف بزرگ می‌رسانند.,8
با ایمان به توانایی‌هایت شروع کن.,Motivational,33,6,False,False,False,False,با ایمان به توانایی‌هایت شروع کن.,6
هر روز فرصت دوباره‌ای برای ساختن است.,Motivational,37,7,False,False,False,False,هر روز فرصت دوباره‌ای برای ساختن است.,7
موفقیت در انتظار کسانی است که هیچ‌وقت عقب نمی‌کشند.,Motivational,51,9,False,False,False,False,موفقیت در انتظار کسانی است که هیچ‌وقت عقب نمی‌کشند.,9
حتی وقتی خسته‌ای، یک قدم کوچک دیگر بردار.,Motivational,41,8,False,False,False,False,حتی وقتی خسته‌ای، یک قدم کوچک دیگر بردار.,8
با تلاش، غیرممکن‌ها ممکن می‌شوند.,Motivational,33,5,False,False,False,False,با تلاش، غیرممکن‌ها ممکن می‌شوند.,5
هر صبح یک آغاز تازه است.,Motivational,24,6,False,False,False,False,هر صبح یک آغاز تازه است.,6
مسئولیت موفقیتت بر عهده خودت است.,Motivational,33,6,False,False,False,False,مسئولیت موفقیتت بر عهده خودت است.,6
هر چقدر بیشتر یاد بگیری، قوی‌تر می‌شوی.,Motivational,39,7,False,False,False,False,هر چقدر بیشتر یاد بگیری، قوی‌تر می‌شوی.,7
